investor_id,transaction_date,amfi_code,transaction_type,amount_inr,kyc_status
INV002150,2024-11-24,101207,SIP,4143,Verified
INV001012,2024-11-24,120841,Lumpsum,406843,Verified
INV000775,2024-11-24,118635,SIP,2442,Verified
INV003299,2024-11-24,100033,SIP,3590,Verified
INV001859,2024-11-24,118635,Lumpsum,349511,Verified
INV000521,2024-11-24,120843,SIP,590,Verified
INV004074,2024-11-24,101207,SIP,42697,Verified
INV003248,2024-11-24,119599,Redemption,16445,Verified
INV003608,2024-11-24,120506,SIP,4323,Verified
INV004272,2024-11-24,102886,Redemption,237773,Verified
INV000769,2024-11-24,149323,SIP,2313,Pending
INV001691,2024-11-24,100025,SIP,11129,Verified
INV001916,2024-11-24,120841,Lumpsum,442597,Verified
INV000629,2024-11-24,101208,SIP,5360,Verified
INV000328,2024-11-24,149324,SIP,12642,Verified
INV000007,2024-11-25,120843,SIP,14263,Pending
INV002752,2024-11-25,119093,SIP,2987,Verified
INV001413,2024-11-25,119552,SIP,59899,Verified
INV004836,2024-11-25,119599,SIP,7258,Pending
INV004939,2024-11-25,120503,Redemption,87556,Verified
INV001075,2024-11-25,148569,Redemption,16855,Verified
INV004177,2024-11-25,101208,SIP,5732,Verified
INV003733,2024-11-25,100016,SIP,1196,Verified
INV004930,2024-11-25,119095,Redemption,71608,Verified
INV000066,2024-11-25,149322,SIP,1682,Verified
INV001136,2024-11-25,118632,SIP,2289,Verified
INV002682,2024-11-25,119598,Lumpsum,52351,Verified
INV000085,2024-11-25,100025,Lumpsum,167852,Verified
INV004414,2024-11-25,120506,SIP,20060,Verified
INV001853,2024-11-25,148567,SIP,44153,Verified
INV003311,2024-11-25,119120,SIP,1633,Pending
INV004966,2024-11-25,118635,SIP,4066,Verified
INV000857,2024-11-25,118634,Lumpsum,108228,Verified
INV001306,2024-11-25,149324,SIP,802,Verified
INV003782,2024-11-25,118633,Redemption,187792,Verified
INV004811,2024-11-25,125497,Lumpsum,371591,Verified
INV001067,2024-11-25,118632,Lumpsum,166177,Verified
INV001389,2024-11-25,102887,Lumpsum,363705,Verified
INV004813,2024-11-25,119120,SIP,15848,Verified
INV002546,2024-11-25,125497,SIP,28664,Pending
INV002727,2024-11-25,125497,Lumpsum,178629,Verified
INV001074,2024-11-25,102886,SIP,869,Verified
INV001093,2024-11-25,120844,SIP,1090,Verified
INV004881,2024-11-25,118634,Lumpsum,240822,Verified
INV003202,2024-11-25,118636,Redemption,150268,Verified
INV000411,2024-11-25,118632,Lumpsum,145463,Verified
INV003117,2024-11-25,118634,SIP,2520,Verified
INV003017,2024-11-25,102887,SIP,505,Verified
INV000503,2024-11-25,120506,Lumpsum,73639,Verified
INV002307,2024-11-25,119598,SIP,17682,Verified
INV000578,2024-11-25,118633,SIP,8691,Verified
INV004752,2024-11-25,102887,SIP,2591,Pending
INV003128,2024-11-25,119120,SIP,41482,Verified
INV004030,2024-11-25,119552,Lumpsum,504467,Verified
INV000290,2024-11-25,119095,Lumpsum,242664,Verified
INV004517,2024-11-25,120507,SIP,525,Verified
INV004145,2024-11-25,119599,Lumpsum,336847,Verified
INV001562,2024-11-25,101208,SIP,5828,Pending
INV000403,2024-11-25,119551,SIP,53124,Verified
INV002014,2024-11-25,119551,SIP,7922,Verified
INV000453,2024-11-25,125498,Redemption,8456,Verified
INV003802,2024-11-25,118635,SIP,13397,Verified
INV002034,2024-11-25,120841,SIP,574,Verified
INV004702,2024-11-25,118633,SIP,5024,Verified
INV004108,2024-11-25,125498,Lumpsum,406904,Verified
INV002192,2024-11-26,125498,Lumpsum,171844,Verified
INV004033,2024-11-26,120506,Redemption,380398,Verified
INV003549,2024-11-26,149323,Lumpsum,40393,Verified
INV002002,2024-11-26,119093,SIP,461,Verified
INV003151,2024-11-26,125498,Redemption,219343,Verified
INV000463,2024-11-26,148568,SIP,4674,Verified
INV002195,2024-11-26,148569,SIP,16960,Verified
INV002639,2024-11-26,120842,Lumpsum,126369,Verified
INV003822,2024-11-26,125497,Lumpsum,402323,Pending
INV003437,2024-11-26,120842,Lumpsum,29775,Verified
INV000827,2024-11-26,119551,SIP,4339,Verified
INV001656,2024-11-26,120505,Lumpsum,15586,Verified
INV003860,2024-11-26,148567,SIP,47526,Verified
INV003903,2024-11-26,119094,Redemption,453394,Verified
INV000488,2024-11-26,149324,SIP,8609,Verified
INV003733,2024-11-26,101206,Redemption,278385,Verified
INV001428,2024-11-26,119598,SIP,6550,Verified
INV004280,2024-11-26,120505,SIP,2211,Verified
INV001093,2024-11-26,100016,SIP,11976,Verified
INV002402,2024-11-26,100016,SIP,2146,Verified
INV003178,2024-11-26,119092,SIP,9009,Verified
INV004353,2024-11-26,148568,SIP,2503,Verified
INV002796,2024-11-26,101206,SIP,7299,Verified
INV002547,2024-11-26,100033,SIP,2743,Verified
INV003184,2024-11-26,120844,SIP,16580,Pending
INV001525,2024-11-26,119551,SIP,2170,Verified
INV000417,2024-11-26,119552,Lumpsum,190436,Verified
INV000138,2024-11-26,119095,Lumpsum,529414,Verified
INV001543,2024-11-26,102886,Lumpsum,366789,Verified
INV004459,2024-11-26,149324,SIP,29574,Verified
INV002475,2024-11-26,120842,SIP,15813,Verified
INV000445,2024-11-26,148568,SIP,11937,Verified
INV003040,2024-11-26,102887,Lumpsum,539353,Verified
INV001499,2024-11-26,120507,Lumpsum,269589,Verified
INV002382,2024-11-26,149322,Redemption,82019,Verified
INV000014,2024-11-26,149322,SIP,26429,Verified
INV004696,2024-11-26,100016,Redemption,415022,Verified
INV000741,2024-11-26,120507,Lumpsum,224343,Verified
INV000290,2024-11-26,119552,Redemption,311948,Verified
INV000799,2024-11-26,120504,SIP,1069,Pending
INV001224,2024-11-26,120841,Lumpsum,28823,Verified
INV002271,2024-11-26,120505,SIP,1728,Verified
INV004038,2024-11-26,149323,SIP,6661,Verified
INV001997,2024-11-26,120843,SIP,13679,Verified
INV000540,2024-11-26,120505,SIP,17279,Verified
INV000260,2024-11-26,100025,Redemption,77198,Verified
INV003477,2024-11-26,101208,SIP,13810,Verified
INV001174,2024-11-26,149322,Lumpsum,34497,Pending
INV000523,2024-11-26,120506,SIP,3428,Verified
INV001361,2024-11-26,120503,SIP,3423,Verified
INV000441,2024-11-26,120842,SIP,17682,Verified
INV000694,2024-11-26,119094,Redemption,463782,Verified
INV001278,2024-11-26,119120,Lumpsum,531788,Verified
INV004885,2024-11-26,148567,Redemption,355268,Verified
INV004606,2024-11-26,120503,SIP,55294,Verified
INV000732,2024-11-26,148567,SIP,16475,Verified
INV000796,2024-11-26,149323,SIP,7066,Verified
INV002430,2024-11-26,148568,Redemption,120835,Verified
INV000813,2024-11-26,101208,SIP,51788,Verified
INV002463,2024-11-26,148569,SIP,15509,Verified
INV002845,2024-11-26,119598,SIP,2698,Verified
INV000732,2024-11-26,119598,SIP,2300,Verified
INV004316,2024-11-27,125498,Lumpsum,350404,Verified
INV003801,2024-11-27,102887,Lumpsum,132155,Verified
INV000259,2024-11-27,119092,SIP,48685,Verified
INV001877,2024-11-27,119095,SIP,8876,Verified
INV002431,2024-11-27,120507,Lumpsum,497328,Verified
INV000210,2024-11-27,119093,SIP,28593,Verified
INV004182,2024-11-27,120505,Redemption,204454,Verified
INV001133,2024-11-27,118635,SIP,7057,Verified
INV001780,2024-11-27,118634,Lumpsum,224445,Verified
INV000259,2024-11-27,149324,Lumpsum,24432,Verified
INV002388,2024-11-27,120841,SIP,13793,Verified
INV001467,2024-11-27,149323,SIP,4488,Verified
INV003787,2024-11-27,119599,SIP,23674,Verified
INV003009,2024-11-27,100016,SIP,3372,Pending
INV002022,2024-11-27,118632,SIP,494,Verified
INV000679,2024-11-27,149324,SIP,17742,Verified
INV000744,2024-11-27,149323,SIP,583,Verified
INV001810,2024-11-27,102885,Lumpsum,208253,Verified
INV004102,2024-11-27,101206,SIP,519,Verified
INV000348,2024-11-27,101207,SIP,24299,Verified
INV002497,2024-11-27,148568,SIP,1152,Verified
INV003883,2024-11-27,101206,SIP,24465,Verified
INV001198,2024-11-27,102885,SIP,448,Verified
INV002174,2024-11-27,148569,SIP,483,Verified
INV004891,2024-11-27,100016,SIP,53130,Verified
INV002374,2024-11-27,119094,SIP,1882,Verified
INV000573,2024-11-27,118634,SIP,463,Verified
INV002368,2024-11-27,148567,SIP,2377,Verified
INV003568,2024-11-27,102887,SIP,1968,Verified
INV003359,2024-11-27,120507,Redemption,374014,Verified
INV001628,2024-11-27,118632,SIP,15580,Verified
INV001857,2024-11-27,148568,Redemption,173090,Verified
INV000093,2024-11-27,118635,SIP,923,Verified
INV004179,2024-11-27,119120,SIP,2248,Verified
INV001725,2024-11-27,148568,Redemption,284774,Verified
INV002565,2024-11-27,101207,Lumpsum,273619,Verified
INV002292,2024-11-27,125497,Lumpsum,248957,Verified
INV003086,2024-11-27,100033,SIP,2406,Verified
INV001537,2024-11-27,120504,SIP,29928,Verified
INV001001,2024-11-27,102885,SIP,7839,Verified
INV002289,2024-11-27,119599,Redemption,212202,Verified
INV003022,2024-11-27,119094,Lumpsum,272129,Verified
INV002164,2024-11-27,148567,SIP,835,Verified
INV001484,2024-11-27,120844,Redemption,319513,Verified
INV001643,2024-11-27,119094,Lumpsum,49893,Verified
INV002561,2024-11-27,148569,SIP,2132,Verified
INV000865,2024-11-27,120843,SIP,5017,Verified
INV004173,2024-11-27,120507,SIP,3545,Pending
INV002976,2024-11-27,119093,Lumpsum,173194,Pending
INV000779,2024-11-27,119120,Lumpsum,24109,Verified
INV003496,2024-11-27,119598,Lumpsum,304185,Verified
INV004275,2024-11-27,119551,Lumpsum,73596,Verified
INV002552,2024-11-27,119598,Lumpsum,256492,Verified
INV004105,2024-11-28,120843,Redemption,128353,Verified
INV001759,2024-11-28,119093,Lumpsum,306869,Verified
INV001917,2024-11-28,120842,Lumpsum,381400,Verified
INV004804,2024-11-28,149324,Lumpsum,23498,Verified
INV000221,2024-11-28,120504,SIP,6052,Verified
INV000568,2024-11-28,119094,Redemption,272246,Verified
INV000056,2024-11-28,125497,SIP,5976,Verified
INV000567,2024-11-28,125497,SIP,5552,Verified
INV004296,2024-11-28,100033,SIP,870,Verified
INV000407,2024-11-28,120841,SIP,2304,Verified
INV002126,2024-11-28,119599,SIP,8160,Verified
INV001217,2024-11-28,120507,Lumpsum,188866,Verified
INV003003,2024-11-28,120505,SIP,2039,Verified
INV003342,2024-11-28,102887,SIP,1835,Verified
INV001752,2024-11-28,120503,SIP,8953,Verified
INV001847,2024-11-28,148568,Redemption,126230,Verified
INV004410,2024-11-28,119092,SIP,5205,Verified
INV002706,2024-11-28,118636,SIP,2012,Verified
INV001458,2024-11-28,100033,Redemption,117595,Verified
INV000013,2024-11-28,119094,SIP,6062,Verified
INV003804,2024-11-28,148569,SIP,916,Verified
INV004006,2024-11-28,102886,Redemption,36006,Verified
INV004337,2024-11-28,148569,SIP,28000,Verified
INV003979,2024-11-28,119095,Lumpsum,86291,Verified
INV002277,2024-11-28,118633,SIP,591,Verified
INV001579,2024-11-28,119552,SIP,25418,Verified
INV000011,2024-11-28,120841,Lumpsum,33539,Pending
INV004458,2024-11-28,100016,SIP,1025,Verified
INV003457,2024-11-28,119120,SIP,5879,Verified
INV002170,2024-11-28,120503,Lumpsum,114842,Verified
INV004167,2024-11-28,100025,Redemption,296810,Verified
INV002080,2024-11-28,102885,SIP,49604,Verified
INV000440,2024-11-28,148569,SIP,2869,Verified
INV003460,2024-11-28,118634,SIP,465,Verified
INV002612,2024-11-28,101206,SIP,13652,Verified
INV002775,2024-11-28,101206,Lumpsum,59851,Verified
INV003392,2024-11-28,100025,Lumpsum,369395,Verified
INV001992,2024-11-28,101207,SIP,3127,Verified
INV002509,2024-11-28,120503,SIP,4601,Verified
INV003656,2024-11-28,102887,Lumpsum,496073,Verified
INV004063,2024-11-28,100016,Lumpsum,407822,Verified
INV004347,2024-11-28,149322,SIP,11865,Verified
INV004212,2024-11-28,149324,SIP,50478,Verified
INV001746,2024-11-28,119095,SIP,29685,Verified
INV004154,2024-11-28,101208,SIP,1024,Verified
INV003116,2024-11-28,120505,SIP,5915,Verified
INV000027,2024-11-28,119599,Lumpsum,244519,Verified
INV000808,2024-11-28,100016,Lumpsum,145780,Verified
INV002158,2024-11-28,125498,SIP,1068,Verified
INV002684,2024-11-28,125498,Lumpsum,214224,Verified
INV002341,2024-11-28,119598,Redemption,16122,Verified
INV003214,2024-11-28,120841,SIP,2843,Verified
INV000810,2024-11-28,119598,SIP,8259,Verified
INV003335,2024-11-29,102886,SIP,2397,Verified
INV000632,2024-11-29,120841,SIP,56001,Verified
INV000079,2024-11-29,119551,Lumpsum,210536,Verified
INV001128,2024-11-29,120504,Redemption,359838,Verified
INV002775,2024-11-29,102886,Lumpsum,511176,Verified
INV000950,2024-11-29,118633,SIP,3375,Verified
INV001828,2024-11-29,119094,SIP,2895,Verified
INV002994,2024-11-29,118632,SIP,1104,Verified
INV002891,2024-11-29,119094,Redemption,15594,Verified
INV004907,2024-11-29,149322,SIP,470,Pending
INV000815,2024-11-29,119094,Lumpsum,488807,Pending
INV000511,2024-11-29,101208,Lumpsum,218491,Verified
INV003555,2024-11-29,120507,Redemption,237605,Verified
INV003455,2024-11-29,119599,SIP,3301,Verified
INV002711,2024-11-29,100025,SIP,1842,Verified
INV002051,2024-11-29,102885,Redemption,8455,Verified
INV003089,2024-11-29,149324,SIP,5709,Verified
INV004528,2024-11-29,100025,SIP,2725,Verified
INV002895,2024-11-29,118636,SIP,26466,Verified
INV000710,2024-11-29,120843,Redemption,248086,Verified
INV003320,2024-11-29,149323,SIP,49139,Verified
INV000994,2024-11-29,148569,Lumpsum,29045,Verified
INV000707,2024-11-29,125497,SIP,469,Verified
INV003104,2024-11-29,120841,SIP,26204,Verified
INV004106,2024-11-29,100016,SIP,1142,Pending
INV002251,2024-11-29,119552,SIP,2067,Verified
INV003979,2024-11-29,118635,Lumpsum,190895,Verified
INV000633,2024-11-29,125497,Redemption,63143,Verified
INV003085,2024-11-29,149323,Lumpsum,353272,Verified
INV003064,2024-11-29,119599,SIP,2237,Verified
INV000802,2024-11-29,148567,Lumpsum,406938,Verified
INV004389,2024-11-29,102887,SIP,23118,Verified
INV000309,2024-11-29,119092,SIP,29421,Verified
INV002033,2024-11-29,120505,SIP,487,Verified
INV000735,2024-11-29,119094,Lumpsum,53001,Verified
INV001701,2024-11-29,118635,SIP,5308,Verified
INV001671,2024-11-29,120841,Redemption,470068,Verified
INV004582,2024-11-29,149322,SIP,986,Verified
INV003280,2024-11-29,148568,Lumpsum,148787,Verified
INV001113,2024-11-29,148569,SIP,3200,Verified
INV001348,2024-11-29,149323,SIP,988,Pending
INV000782,2024-11-29,119093,SIP,14288,Verified
INV004585,2024-11-29,119552,SIP,7937,Verified
INV000524,2024-11-29,148568,SIP,3280,Verified
INV000749,2024-11-29,119552,Lumpsum,448366,Verified
INV002870,2024-11-29,102886,Redemption,108480,Verified
INV003006,2024-11-29,149322,Lumpsum,330917,Pending
INV001959,2024-11-29,119093,SIP,3339,Verified
INV000228,2024-11-29,120503,Redemption,346008,Verified
INV003913,2024-11-29,119095,SIP,948,Pending
INV000135,2024-11-29,119094,Lumpsum,37530,Verified
INV002602,2024-11-29,119094,Redemption,297065,Pending
INV002583,2024-11-29,119599,SIP,2094,Pending
INV000746,2024-11-29,102885,Lumpsum,266749,Pending
INV004573,2024-11-29,119095,Lumpsum,8485,Verified
INV004094,2024-11-29,120506,SIP,2541,Verified
INV004849,2024-11-29,120843,Lumpsum,128399,Verified
INV003956,2024-11-29,119599,Lumpsum,441363,Verified
INV002852,2024-11-29,100025,Redemption,169113,Verified
INV003022,2024-11-29,119120,SIP,55925,Verified
INV003215,2024-11-29,119095,SIP,2616,Verified
INV000972,2024-11-29,120507,Lumpsum,333486,Verified
INV002344,2024-11-29,148567,SIP,5151,Verified
INV003830,2024-11-29,119093,Lumpsum,310352,Verified
INV004788,2024-11-29,119598,SIP,8673,Verified
INV001308,2024-11-29,118634,SIP,47513,Verified
INV004885,2024-11-29,119551,Lumpsum,26363,Verified
INV004096,2024-11-29,120504,Redemption,108218,Verified
INV002847,2024-11-29,125498,SIP,14691,Verified
INV004851,2024-11-29,120504,Redemption,139563,Pending
INV000147,2024-11-29,119093,Lumpsum,372550,Verified
INV001449,2024-11-29,100033,Lumpsum,31736,Verified
INV001967,2024-11-30,102886,SIP,21016,Verified
INV003288,2024-11-30,120841,Redemption,443818,Verified
INV000183,2024-11-30,118634,SIP,981,Verified
INV004454,2024-11-30,100025,SIP,1115,Verified
INV002011,2024-11-30,118634,SIP,2227,Verified
INV000310,2024-11-30,102885,Lumpsum,116867,Verified
INV004802,2024-11-30,100016,Lumpsum,332698,Pending
INV002185,2024-11-30,119599,Lumpsum,384785,Verified
INV004650,2024-11-30,119599,SIP,3297,Verified
INV001295,2024-11-30,118636,SIP,2867,Verified
INV002705,2024-11-30,125498,Redemption,57434,Verified
INV004280,2024-11-30,102887,SIP,5647,Verified
INV004333,2024-11-30,120844,SIP,3452,Verified
INV001501,2024-11-30,119120,Redemption,351620,Verified
INV000108,2024-11-30,149324,Lumpsum,225195,Verified
INV002525,2024-11-30,149322,SIP,40679,Verified
INV002248,2024-11-30,118636,SIP,17852,Verified
INV000266,2024-11-30,118634,SIP,4606,Verified
INV003015,2024-11-30,125497,Redemption,63374,Verified
INV002630,2024-11-30,118633,SIP,6383,Verified
INV003561,2024-11-30,148567,Redemption,357446,Verified
INV001485,2024-11-30,119120,SIP,1889,Verified
INV004017,2024-11-30,148569,SIP,1712,Verified
INV002764,2024-11-30,102885,SIP,48090,Verified
INV000714,2024-11-30,120503,SIP,7424,Verified
INV004825,2024-11-30,119120,SIP,835,Verified
INV000704,2024-11-30,119120,Lumpsum,85005,Verified
INV000242,2024-11-30,119551,Redemption,227349,Verified
INV004748,2024-11-30,119094,SIP,27141,Verified
INV000278,2024-11-30,118632,Lumpsum,85456,Verified
INV002551,2024-11-30,120503,SIP,402,Verified
INV000358,2024-11-30,100033,Redemption,330484,Verified
INV000646,2024-11-30,100033,SIP,7371,Verified
INV004267,2024-11-30,101206,Redemption,329257,Verified
INV001862,2024-11-30,120507,SIP,20468,Verified
INV004199,2024-11-30,118636,SIP,40520,Verified
INV002924,2024-11-30,118632,SIP,1886,Verified
INV004964,2024-11-30,149324,SIP,3204,Verified
INV004950,2024-11-30,120507,SIP,14508,Verified
INV004763,2024-11-30,149324,Lumpsum,233698,Verified
INV002772,2024-11-30,125498,SIP,9126,Verified
INV000045,2024-11-30,102886,Redemption,369566,Verified
INV001923,2024-11-30,120844,Lumpsum,273080,Verified
INV003511,2024-11-30,118633,Lumpsum,202753,Verified
INV002357,2024-11-30,120841,Redemption,380667,Verified
INV003925,2024-11-30,102887,SIP,11156,Verified
INV000158,2024-11-30,100016,SIP,432,Verified
INV000785,2024-11-30,100025,Lumpsum,283080,Verified
INV000230,2024-11-30,119095,Redemption,309548,Verified
INV002045,2024-11-30,120504,Redemption,237470,Verified
INV001997,2024-11-30,119598,Lumpsum,129074,Verified
INV002601,2024-11-30,119094,SIP,3333,Verified
INV003718,2024-11-30,149324,SIP,972,Verified
INV004973,2024-11-30,120503,SIP,544,Verified
INV004520,2024-11-30,149322,SIP,10506,Pending
INV003977,2024-11-30,101208,SIP,13409,Verified
INV001741,2024-11-30,119551,SIP,52954,Verified
INV000121,2024-11-30,102886,SIP,7806,Verified
INV004554,2024-11-30,120841,Lumpsum,7175,Verified
INV000333,2024-12-01,100016,Redemption,340844,Verified
INV004511,2024-12-01,119093,SIP,513,Verified
INV003139,2024-12-01,101208,Lumpsum,30203,Verified
INV000511,2024-12-01,120844,Lumpsum,406176,Verified
INV000306,2024-12-01,100016,SIP,8430,Verified
INV003687,2024-12-01,118634,Lumpsum,349479,Verified
INV001404,2024-12-01,120504,SIP,54541,Verified
INV002769,2024-12-01,125497,SIP,10049,Verified
INV004533,2024-12-01,120841,SIP,2347,Verified
INV000359,2024-12-01,120844,SIP,2259,Verified
INV000245,2024-12-01,100033,SIP,8266,Pending
INV001183,2024-12-01,118632,SIP,596,Verified
INV000810,2024-12-01,100025,Lumpsum,42186,Verified
INV001470,2024-12-01,118632,Redemption,123570,Verified
INV000257,2024-12-01,119599,SIP,2633,Verified
INV000010,2024-12-01,120844,SIP,2471,Verified
INV002697,2024-12-01,118636,SIP,992,Verified
INV004515,2024-12-01,149322,SIP,2080,Verified
INV000707,2024-12-01,119552,SIP,1024,Verified
INV002358,2024-12-01,120842,Lumpsum,39529,Verified
INV002348,2024-12-01,149322,SIP,2648,Verified
INV001274,2024-12-01,102885,Lumpsum,17175,Verified
INV001699,2024-12-01,120506,SIP,2946,Verified
INV003825,2024-12-01,118634,SIP,2001,Verified
INV002358,2024-12-01,120506,SIP,6746,Verified
INV001939,2024-12-01,118636,SIP,4280,Verified
INV004728,2024-12-01,119551,Lumpsum,580646,Verified
INV001836,2024-12-01,120841,SIP,1027,Verified
INV003007,2024-12-01,120504,SIP,1685,Verified
INV004316,2024-12-01,119552,SIP,1169,Verified
INV000786,2024-12-01,119599,Redemption,77593,Verified
INV001886,2024-12-01,119092,SIP,3260,Verified
INV003888,2024-12-01,148568,Lumpsum,187266,Verified
INV000283,2024-12-01,118636,SIP,596,Verified
INV001218,2024-12-01,100025,Redemption,405185,Verified
INV003837,2024-12-01,100016,Lumpsum,327871,Verified
INV001816,2024-12-01,101207,SIP,2978,Verified
INV002256,2024-12-01,101207,SIP,15790,Pending
INV004623,2024-12-01,120842,SIP,1765,Verified
INV002211,2024-12-01,118635,Redemption,377982,Verified
INV004960,2024-12-01,119551,Lumpsum,308313,Verified
INV003613,2024-12-01,101207,SIP,9223,Verified
INV001758,2024-12-01,149324,Lumpsum,295268,Verified
INV002284,2024-12-01,119095,SIP,9294,Verified
INV002921,2024-12-01,149322,SIP,499,Verified
INV001020,2024-12-01,101207,SIP,22966,Verified
INV004243,2024-12-01,118634,Lumpsum,346294,Verified
INV003888,2024-12-01,119095,Lumpsum,317165,Verified
INV003060,2024-12-01,120505,SIP,3503,Verified
INV004202,2024-12-01,101208,SIP,6132,Verified
INV004415,2024-12-01,120506,Lumpsum,244949,Verified
INV004797,2024-12-01,102885,Redemption,479184,Verified
INV003586,2024-12-01,119598,SIP,6080,Verified
INV000123,2024-12-01,101206,SIP,1808,Verified
INV002250,2024-12-01,149323,Lumpsum,429187,Verified
INV004063,2024-12-01,120843,Lumpsum,16492,Verified
INV003287,2024-12-01,120844,SIP,2814,Verified
INV004893,2024-12-01,119092,Lumpsum,30191,Verified
INV004673,2024-12-01,149324,Lumpsum,275825,Verified
INV001276,2024-12-01,120507,SIP,2148,Verified
INV000900,2024-12-01,120842,Redemption,356687,Verified
INV004212,2024-12-01,118634,SIP,28720,Pending
INV003985,2024-12-01,101207,SIP,570,Verified
INV000966,2024-12-01,102885,SIP,6893,Pending
INV004643,2024-12-01,119552,Redemption,435409,Verified
INV003582,2024-12-01,100016,SIP,865,Verified
INV000446,2024-12-01,118632,Lumpsum,27298,Verified
INV002402,2024-12-01,118632,SIP,20087,Verified
INV000377,2024-12-01,120841,SIP,1190,Verified
INV002445,2024-12-01,118636,Lumpsum,188590,Verified
INV000631,2024-12-01,119095,SIP,10375,Verified
INV004458,2024-12-01,120503,Lumpsum,334191,Verified
INV003964,2024-12-01,101207,SIP,4056,Verified
INV000357,2024-12-02,148568,SIP,2047,Verified
INV001516,2024-12-02,101206,SIP,1181,Verified
INV003257,2024-12-02,119094,SIP,55712,Pending
INV004379,2024-12-02,119551,SIP,15406,Verified
INV001893,2024-12-02,125497,SIP,22236,Verified
INV000939,2024-12-02,125498,SIP,49041,Verified
INV004225,2024-12-02,119120,Lumpsum,237215,Verified
INV003122,2024-12-02,101206,SIP,11300,Verified
INV004356,2024-12-02,118636,SIP,14134,Verified
INV004353,2024-12-02,149323,SIP,406,Verified
INV002279,2024-12-02,102885,SIP,43406,Verified
INV004497,2024-12-02,149324,Lumpsum,375719,Verified
INV002485,2024-12-02,102885,SIP,2941,Verified
INV000327,2024-12-02,119092,Redemption,358056,Verified
INV001508,2024-12-02,118634,Redemption,381082,Pending
INV000834,2024-12-02,118632,SIP,44427,Pending
INV001879,2024-12-02,125498,Lumpsum,63989,Verified
INV004520,2024-12-02,120841,SIP,541,Verified
INV002733,2024-12-02,149324,SIP,7769,Verified
INV003717,2024-12-02,148569,Redemption,240909,Verified
INV003115,2024-12-02,100025,SIP,2383,Verified
INV003121,2024-12-02,118633,SIP,9998,Verified
INV004004,2024-12-02,118634,SIP,57390,Pending
INV001268,2024-12-02,148569,Lumpsum,27614,Verified
INV001194,2024-12-02,120844,SIP,2656,Verified
INV001069,2024-12-02,149322,SIP,485,Verified
INV002145,2024-12-02,148567,SIP,501,Verified
INV000459,2024-12-02,119552,SIP,13345,Verified
INV003237,2024-12-02,118633,Redemption,522899,Verified
INV004458,2024-12-02,149322,Lumpsum,493041,Verified
INV004794,2024-12-02,119599,Lumpsum,222779,Verified
INV001236,2024-12-02,120505,Lumpsum,387886,Verified
INV002839,2024-12-02,119551,Lumpsum,439557,Verified
INV002220,2024-12-02,120843,Redemption,330966,Verified
INV004429,2024-12-02,148568,Lumpsum,53921,Verified
INV001562,2024-12-02,120841,SIP,9363,Verified
INV001585,2024-12-02,120506,Redemption,366228,Verified
INV002219,2024-12-02,102885,SIP,3564,Verified
INV004979,2024-12-02,100025,SIP,877,Verified
INV003181,2024-12-02,119551,Lumpsum,244860,Verified
INV001967,2024-12-02,148569,SIP,1850,Verified
INV000387,2024-12-02,100033,Redemption,146454,Verified
INV002193,2024-12-02,149323,Lumpsum,298297,Verified
INV001679,2024-12-02,148569,SIP,23545,Verified
INV001499,2024-12-02,102886,Redemption,239764,Verified
INV003206,2024-12-02,149322,SIP,2089,Verified
INV003848,2024-12-02,120841,Lumpsum,321954,Verified
INV002810,2024-12-02,119095,SIP,2457,Verified
INV000942,2024-12-02,120841,Lumpsum,79088,Verified
INV000398,2024-12-02,118635,Lumpsum,334001,Pending
INV004762,2024-12-02,119093,SIP,1177,Verified
INV001481,2024-12-02,120504,SIP,917,Verified
INV002693,2024-12-02,119093,SIP,42229,Verified
INV004343,2024-12-02,120842,Redemption,430454,Verified
INV004232,2024-12-02,120506,SIP,3421,Pending
INV004413,2024-12-02,120505,Lumpsum,146396,Pending
INV001945,2024-12-02,119092,Lumpsum,211537,Verified
INV001759,2024-12-02,101207,SIP,3525,Verified
INV002044,2024-12-02,120842,Lumpsum,239423,Verified
INV000568,2024-12-02,149323,SIP,1053,Pending
INV000438,2024-12-02,101208,SIP,5724,Verified
INV004231,2024-12-02,120843,Lumpsum,192946,Verified
INV003150,2024-12-02,119092,Redemption,271736,Verified
INV003394,2024-12-02,102886,SIP,2545,Verified
INV002137,2024-12-02,119120,Lumpsum,82432,Verified
INV002018,2024-12-03,101206,SIP,926,Verified
INV000891,2024-12-03,119598,Lumpsum,369819,Verified
INV003838,2024-12-03,120841,Redemption,274560,Verified
INV004153,2024-12-03,102885,Lumpsum,408358,Verified
INV001354,2024-12-03,148568,Lumpsum,208864,Pending
INV003057,2024-12-03,118636,SIP,15935,Verified
INV004181,2024-12-03,101207,Lumpsum,286186,Verified
INV002193,2024-12-03,102885,Lumpsum,403880,Verified
INV004165,2024-12-03,100033,Redemption,110297,Verified
INV003198,2024-12-03,101207,SIP,6937,Verified
INV001899,2024-12-03,118635,SIP,7792,Verified
INV003388,2024-12-03,100016,SIP,6591,Verified
INV000765,2024-12-03,120842,Redemption,81247,Pending
INV000836,2024-12-03,125498,SIP,9230,Verified
INV003654,2024-12-03,149322,SIP,2557,Verified
INV000536,2024-12-03,118633,Redemption,353765,Pending
INV001463,2024-12-03,100025,Redemption,115045,Verified
